dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
6334,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-14,2015-11-05,,750.0,,,,,, , , , , , ,,,,,,,,2014-01-23 18:00:00-06,2015-11-05 16:18:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
7276,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-14,2015-11-06,,825.0,,,,,, , , , , , ,,,,,,,,2014-02-07 18:00:00-06,2015-11-06 10:00:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,
7122,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-14,2019-01-29,,1001.0,,,,,, , , , , , ,,,,,,,,2014-02-04 18:00:00-06,2015-10-20 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
2366,yes,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-14,,,751.0,,,,,, , , , , , ,1,,,,,,,2014-02-19 00:00:00-06,2015-04-11 23:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
6953,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2014-01-14,,,,,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,yes,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-15,,,713.0,,,,,, , , , , , ,1,,,,,,,2014-01-18 18:00:00-06,2018-02-27 05:59:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
5552,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-29,2015-06-17,,816.0,,,,,, , , , , , ,,,,,,,,2014-01-29 18:00:00-06,2015-06-17 03:32:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
130,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-29,2015-11-05,,1079.0,,,,,, , , , , , ,,,,,,,,2014-02-06 18:00:00-06,2015-11-05 10:54:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
2505,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-01-30,2014-04-30,,1200.0,,,,,, , , , , , ,,2014-03-31 11:21:01-05,2014-04-30 10:59:01-05,,,,,2014-02-12 18:00:00-06,2014-04-29 18:59:00-05,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
4974,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-01-30,2016-03-23,2001,2393.0,1245.0,1148.0,,,, , , , , , ,,,,,,,,2014-06-25 00:00:00-05,2016-03-11 02:59:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
9836,,Town Home,,,,,,,Civita - Text Message,San Diego,California,yes,,,,,,2014-01-30,2018-07-23,,,,,,,, , , , , ,yes,,,,,,,,2014-07-08 00:00:00-05,2016-06-05 02:34:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
7213,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2014-02-16,1988,1400.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2014-03-13,1992,1216.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2014-04-09,1990,2300.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2014-10-01,1991,2424.0,1406.0,1018.0,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2014-10-14,1988,1539.0,798.0,741.0,,,, , , , , , ,,,,,,,,2014-05-23 19:00:00-05,2014-10-12 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,
7001,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2016-11-30,1955,2047.0,1386.0,661.0,,,, , , , , ,yes,,,,,,,,2014-03-12 01:00:00-05,2016-11-29 23:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
2523,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2018-10-17,1982,4306.0,2464.0,400.0,,,1442.0, , , , , ,yes,,,,,,,,2014-04-30 00:00:00-05,2016-12-20 02:59:00-06,yes,yes,,yes,yes,yes,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
2903,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2018-10-17,1953,3049.0,1705.0,,,,1344.0, , , , , ,yes,,,,,,,,2014-03-19 00:00:00-05,2015-05-17 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,yes,yes,,,,,,,,,,yes,,yes,,,,,,,,,yes,,,yes,,,,,,,yes,yes,,,,,,,,,
1350,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2018-10-24,1992,2332.0,786.0,798.0,,,748.0, , , , , , ,,,,,,,,2014-06-25 00:00:00-05,2016-01-15 05:59:00-06,yes,yes,,yes,,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
4703,,Single-Family Home,,,,,,,,Boulder,Colorado,yes,South,4.14,4.14,,,2014-02-04,2018-10-24,1948,1985.0,1412.0,573.0,,,, , , , , , ,,,,,,,,2014-05-25 19:00:00-05,2017-07-04 04:59:00-05,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
6083,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2018-10-24,1910,1480.0,1068.0,412.0,,,, , , , , , ,,,,,,,,2014-03-17 19:00:00-05,2015-04-19 01:59:00-05,yes,yes,,,,,,,yes,yes,yes,,,,,,,,,,yes,,,,,yes,,,,yes,,,,yes,,yes,yes,yes,yes,yes,yes,yes,,,,,yes,yes,,yes,,,,,,,,,,,,,,,yes,,
6174,,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,,,,,2014-02-04,2018-10-24,1950,2124.0,1358.0,766.0,,,, , , , , , ,,,,,,,,2014-03-13 19:00:00-05,2015-11-01 03:59:00-06,,,yes,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,,yes,,,,,,,yes,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
7208,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,2018-10-24,1983,1176.0,564.0,612.0,,,, , , , , , ,,,,,,,,2014-03-18 19:00:00-05,2015-01-25 23:59:00-06,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
698,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,,,,,2014-02-04,,1992,2370.0,966.0,756.0,,,648.0, , , , , ,yes,,,,,,,,2014-04-10 00:00:00-05,2019-03-21 02:37:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
1766,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,1924,2564.0,1498.0,1066.0,,,, , , , , ,yes,,,,,,,,2014-03-20 00:00:00-05,2019-03-21 02:44:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,yes,,yes,,,,,,,,
3734,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,2004,4673.0,1689.0,1430.0,,,1554.0, , , , , , ,,,,,,,,2014-05-14 00:00:00-05,2019-03-21 02:39:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
4499,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,3.924,,,,2014-02-04,,1992,2438.0,1012.0,868.0,,,558.0, , , , , ,yes,,,,,,,,2014-03-16 19:00:00-05,2019-03-21 02:33:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
4830,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,,,,,2014-02-04,,2009,3971.0,1873.0,1367.0,,,731.0, , , , , ,yes,,,,,,,,2014-02-04 18:00:00-06,2019-03-21 02:48:00-05,yes,yes,yes,,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,yes,,yes,,,,,,,,,
5187,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,1949,3839.0,1558.0,723.0,,,1558.0, , , , , , ,,,,,,,,2014-04-09 00:00:00-05,2018-07-16 04:59:00-05,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,yes,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,
6148,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,1946,2722.0,2282.0,440.0,,,, , , , , ,yes,,,,,,,,2014-03-21 00:00:00-05,2019-03-21 02:42:00-05,yes,yes,,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,yes,yes,yes,,,,yes,yes,yes,,,,,,,,,,,,yes,,,,,,,yes,,
6956,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,1949,832.0,832.0,,,,, , , , , ,yes,,,,,,,,2014-03-18 19:00:00-05,2015-01-25 23:59:00-06,yes,yes,,,,,,,yes,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
8368,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,,,,,2014-02-04,,1976,2055.0,1608.0,,,,447.0, , , , , , ,,,,,,,,2014-03-18 00:00:00-05,2019-02-09 02:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9341,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,,,,,,2014-02-04,,1993,2958.0,988.0,1080.0,,,890.0, , , , , , ,,,,,,,,2014-05-22 00:00:00-05,2018-07-31 05:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
9818,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-04,,1994,2157.0,1113.0,1044.0,,,, , , , , , ,,,,,,,,2014-03-27 00:00:00-05,2019-02-08 02:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,
2235,,Apartment,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-06,2014-06-17,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,,Apartment,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-06,2015-03-09,,,,,,,, , , , , , ,,,,,,,,2014-02-28 18:00:00-06,2014-10-30 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
2992,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-06,2015-11-05,,713.0,,,,,, , , , , , ,,,,,,,,2014-02-12 18:00:00-06,2015-11-05 16:53:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
7764,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-06,2015-11-05,,751.0,,,,,, , , , , , ,,,,,,,,2014-02-07 18:00:00-06,2015-11-05 06:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
6691,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,5.2,5.2,,,2014-02-06,,1977,2000.0,,,,,, , , , , ,yes,,,,,,,,2014-03-06 00:00:00-06,2019-03-20 02:38:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,yes,,,,,,,,
3160,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2014-05-23,,975.0,,,,,, , , , , , ,,2014-03-26 11:07:18-05,2014-04-15 10:59:02-05,,,,,2014-04-10 19:00:00-05,2014-04-11 18:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
9610,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-02-01,,975.0,,,,,, , , , , , ,,,,,,,,2014-03-11 19:00:00-05,2014-12-29 17:59:00-06,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,
3631,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-11-05,,751.0,,,,,, , , , , , ,,,,,,,,2014-03-07 18:00:00-06,2015-10-20 06:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
470,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-26 11:07:18-05,2015-09-12 14:59:02-05,,,,,2014-02-11 18:00:00-06,2015-09-12 05:59:00-05,yes,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
2075,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-26 11:07:20-05,2015-10-21 10:59:02-05,,,,,2014-02-11 18:00:00-06,2015-10-20 04:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
6012,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-31 01:34:18-05,2015-10-21 10:59:01-05,,,,,2014-02-11 18:00:00-06,2015-10-20 04:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
6536,,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-10,2015-11-16,,975.0,,,,,, , , , , , ,,,,,,,,2014-02-11 18:00:00-06,2015-10-20 06:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
2354,,Town Home,,,,,,,Civita - Text Message,San Diego,California,yes,,,,,,2014-02-10,2018-10-17,,2180.0,,,,,, , , , , , ,,,,,,,,2014-02-26 18:00:00-06,2015-01-25 23:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
6061,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,6.24,6.24,,,2014-02-11,,2009,3255.0,1779.0,1476.0,,,, , , , , , ,,,,,,,,2014-02-11 18:00:00-06,2019-01-04 02:36:00-06,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7787,yes,Apartment,,,,,yes,,,Austin,Texas,,,,,,,2014-02-11,,,751.0,,,,,, , , , , , ,1,,,,,,,2014-02-13 18:00:00-06,2019-01-03 02:36:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
4927,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2014-02-20,2015-04-01,1954,1405.0,1405.0,,,,, , , , , , ,,,,,,,,2014-02-22 18:00:00-06,2014-08-08 18:59:00-05,yes,yes,,yes,,,,,yes,yes,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,
4237,,Apartment,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-21,2014-05-08,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,,Single-Family Home,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-21,2014-07-18,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,,Town Home,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-21,2016-03-23,,1555.0,,,,,, , , , , ,yes,,,,,,,,2014-02-27 00:00:00-06,2015-06-01 03:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
4095,yes,Single-Family Home,,,,,,,Civita - Text Message,San Diego,California,,,,,,,2014-02-21,,,,,,,,, , , , , , ,,,,,,,,2014-05-08 19:00:00-05,2014-10-09 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9370,yes,Single-Family Home,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-21,,,2050.0,2050.0,,,,, , , , , , ,,,,,,,,2014-02-28 18:00:00-06,2014-10-16 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9995,,Apartment,,,,,,,Civita - Control,San Diego,California,,,,,,,2014-02-24,2014-04-25,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2014-03-14,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2014-04-10,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2014-07-07,1972,928.0,928.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2014-07-09,1938,1662.0,1086.0,576.0,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2014-07-18,1990,2353.0,802.0,917.0,,,634.0, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2015-05-30,1989,2207.0,885.0,692.0,,,630.0, , , , , ,yes,,,,,,,,2014-04-30 00:00:00-05,2015-04-03 02:59:00-05,yes,yes,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,yes,yes,,,,,,,,,
8622,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2018-07-23,1984,1032.0,581.0,451.0,,,, , , , , ,yes,,,,,,,,2014-04-09 00:00:00-05,2018-04-30 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,
2824,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2018-10-17,2009,832.0,832.0,,,,, , , , , , ,,,,,,,,2014-07-23 00:00:00-05,2018-06-28 03:59:00-05,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
7818,,Mobile Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2018-10-17,1971,928.0,928.0,,,,, , , , , , ,,,,,,,,2014-07-30 00:00:00-05,2015-11-23 03:51:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
6800,,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,2018-10-24,1998,3199.0,1334.0,1515.0,,,350.0, , , , , ,yes,,,,,,,,2014-09-23 00:00:00-05,2015-04-02 02:59:00-05,yes,yes,,,,,,,yes,,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,
8729,,Single-Family Home,,,,,,,,Boulder,Colorado,yes,South,4.08,4.08,,,2014-02-25,2018-10-24,1953,2360.0,1327.0,1033.0,,,, , , , , , ,,,,,,,,2014-05-16 19:00:00-05,2015-04-17 03:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,,,,,,,,
232,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,,1991,2228.0,1086.0,638.0,,,504.0, , , , , , ,,,,,,,,2014-05-28 00:00:00-05,2019-01-08 02:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
516,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,,,,,,2014-02-25,,1965,2379.0,1522.0,117.0,,,740.0, , , , , ,yes,,,,,,,,2014-05-16 00:00:00-05,2019-03-21 02:40:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,yes,,,,,,,,,,,yes,,,yes,,,yes,,,,,,,,yes,,,,,,,,,
